Car,order_date
Skoda Kodiaq (2019),2023-04-04 10:04:17.522490
Cupra Born (2023),2016-10-09 10:04:17.524489
Dacia Sandero (2022),2021-07-11 10:04:17.526490
Jaguar F-PACE (2021),2025-02-12 10:04:17.528999
Toyota C-HR (2022),2021-05-10 10:04:17.530999
Toyota Yaris (2023),2017-09-25 10:04:17.532999
Volvo XC40 (2022),2023-03-28 10:04:17.534999
MG ZS EV (2022),2018-09-04 10:04:17.538003
Fiat 500e (2021),2019-10-01 10:04:17.540016
Kia EV6 (2022),2019-10-28 10:04:17.543012
Ford Kuga (2020),2018-10-20 10:04:17.545026
Mazda MX-5 (2019),2020-02-14 10:04:17.547015
Citroen C3 (2018),2023-02-24 10:04:17.550013
Toyota RAV4 (2019),2023-10-11 10:04:17.552012
Renault Clio (2020),2023-01-17 10:04:17.554519
Audi A3 (2019),2018-10-19 10:04:17.556535
Honda Civic (2015),2022-06-10 10:04:17.559528
Ford Kuga (2020),2016-09-24 10:04:17.561528
MG ZS EV (2022),2024-01-17 10:04:17.563528
Alfa Romeo Giulia (2022),2022-07-15 10:04:17.566531
Kia EV6 (2022),2017-01-06 10:04:17.568527
Ford Kuga (2020),2016-07-25 10:04:17.569528
Kia EV6 (2022),2017-06-07 10:04:17.571528
Audi e-tron (2021),2023-02-20 10:04:17.573526
Mazda Mazda3 (2020),2016-11-19 10:04:17.575526
Volkswagen Golf (2019),2016-11-05 10:04:17.576542
Alfa Romeo Stelvio (2021),2025-02-05 10:04:17.579543
Mazda CX-5 (2019),2020-06-13 10:04:17.582527
Cupra Born (2023),2017-03-05 10:04:17.584540
BMW 5 Series (2017),2024-12-06 10:04:17.587526
Volkswagen ID.4 (2023),2017-11-13 10:04:17.589530
Jeep Compass (2020),2024-02-21 10:04:17.592528
Subaru Forester (2020),2016-08-11 10:04:17.594528
Kia Niro (2022),2023-12-23 10:04:17.597542
Honda Civic (2015),2022-01-03 10:04:17.599544
Subaru Impreza (2019),2021-03-09 10:04:17.602541
Mini Countryman (2022),2022-08-25 10:04:17.604545
Peugeot e-208 (2023),2016-09-08 10:04:17.606530
Mazda Mazda3 (2020),2017-12-04 10:04:17.608531
Lexus UX (2021),2024-09-15 10:04:17.611526
Kia Sportage (2018),2023-09-28 10:04:17.613552
Renault Clio (2020),2015-12-01 10:04:17.616525
Volvo XC60 (2015),2015-08-05 10:04:17.618526
BMW i4 (2022),2019-03-12 10:04:17.620526
Suzuki Swift (2021),2023-01-20 10:04:17.623527
Audi Q3 (2022),2017-01-12 10:04:17.625532
Alfa Romeo Stelvio (2021),2018-01-11 10:04:17.628534
Volvo XC60 (2015),2016-06-30 10:04:17.630530
Hyundai IONIQ 5 (2023),2016-03-30 10:04:17.633531
Hyundai Kona (2021),2020-10-19 10:04:17.636530
Cupra Formentor (2022),2017-01-14 10:04:17.639529
Toyota RAV4 (2019),2021-08-01 10:04:17.642541
Audi Q3 (2022),2019-10-30 10:04:17.645543
Mercedes A-Class (2021),2015-10-19 10:04:17.648538
Volvo XC40 (2022),2023-05-26 10:04:17.651551
Audi Q3 (2022),2016-07-29 10:04:17.653545
BMW 5 Series (2017),2021-07-04 10:04:17.656111
Dacia Sandero (2022),2022-07-28 10:04:17.660099
Mazda Mazda3 (2020),2020-05-31 10:04:17.665110
Hyundai Tucson (2020),2016-12-03 10:04:17.670113
Ford Kuga (2020),2016-09-22 10:04:17.673111
Peugeot 308 (2016),2019-11-13 10:04:17.677115
Suzuki Swift (2021),2018-06-13 10:04:17.681119
Volvo C40 Recharge (2023),2020-02-26 10:04:17.685644
Citroen C3 (2018),2022-02-05 10:04:17.691657
Volkswagen ID.4 (2023),2019-07-06 10:04:17.695649
BMW iX1 (2023),2017-05-28 10:04:17.698650
Fiat 500e (2021),2024-12-15 10:04:17.702643
Mini Countryman (2022),2025-05-13 10:04:17.707663
Volvo C40 Recharge (2023),2025-04-21 10:04:17.710658
Mazda MX-30 (2022),2023-04-17 10:04:17.713885
Seat Arona (2022),2020-03-07 10:04:17.717891
Lexus NX (2023),2018-06-27 10:04:17.721893
Hyundai Kona (2021),2024-05-05 10:04:17.724890
Volvo XC60 (2015),2015-10-01 10:04:17.728886
Kia Sportage (2018),2022-10-30 10:04:17.733884
Kia Sportage (2018),2015-09-20 10:04:17.738880
Kia Niro (2022),2015-10-01 10:04:17.741894
Mazda CX-5 (2019),2024-07-06 10:04:17.745898
Volkswagen ID.3 (2022),2022-09-20 10:04:17.749905
Opel Mokka (2021),2024-09-24 10:04:17.755825
BMW 3 Series (2018),2020-02-07 10:04:17.760801
Opel Corsa (2020),2016-07-08 10:04:17.766800
Audi Q3 (2022),2018-11-25 10:04:17.769814
Ford Puma (2023),2019-07-29 10:04:17.774818
Honda HR-V (2022),2025-04-09 10:04:17.778816
Jaguar F-PACE (2021),2023-08-09 10:04:17.781812
BMW 5 Series (2017),2019-08-08 10:04:17.784983
Subaru Impreza (2019),2018-12-05 10:04:17.789007
Jeep Compass (2020),2020-10-23 10:04:17.791995
Hyundai Kona (2021),2019-04-15 10:04:17.795015
Mercedes EQB (2023),2016-07-16 10:04:17.798008
Fiat Panda (2020),2017-06-03 10:04:17.801026
Jaguar E-PACE (2022),2024-06-05 10:04:17.804010
Cupra Formentor (2022),2015-09-03 10:04:17.807010
Fiat 500e (2021),2024-03-12 10:04:17.810543
Skoda Enyaq (2023),2018-12-08 10:04:17.814556
Mazda MX-5 (2019),2018-01-29 10:04:17.817554
Mini Cooper (2020),2019-04-13 10:04:17.820556
Skoda Octavia (2019),2016-10-11 10:04:17.824564
Toyota RAV4 (2019),2016-03-13 10:04:17.828098
Audi A3 (2019),2022-12-08 10:04:17.831109
Dacia Duster (2021),2022-01-16 10:04:17.833107
Mini Countryman (2022),2017-05-18 10:04:17.835097
Subaru Impreza (2019),2017-05-22 10:04:17.838109
Renault Zoe (2022),2016-05-13 10:04:17.840108
Hyundai IONIQ 5 (2023),2018-04-27 10:04:17.845659
Audi e-tron (2021),2016-07-23 10:04:17.848646
Suzuki Vitara (2020),2018-04-03 10:04:17.853658
Jeep Compass (2020),2018-06-09 10:04:17.856175
Mazda MX-5 (2019),2024-06-29 10:04:17.859163
Mazda MX-5 (2019),2017-06-27 10:04:17.861710
Kia EV6 (2022),2024-06-14 10:04:17.863720
Honda HR-V (2022),2023-03-10 10:04:17.866720
Smart EQ ForTwo (2022),2017-03-26 10:04:17.868815
Opel Corsa (2020),2020-03-12 10:04:17.870817
Hyundai IONIQ 5 (2023),2017-03-24 10:04:17.873769
Lexus UX (2021),2021-04-12 10:04:17.875358
Nissan Juke (2021),2025-03-08 10:04:17.878543
Audi Q5 (2014),2023-06-01 10:04:17.880446
Toyota C-HR (2022),2016-06-13 10:04:17.882511
Peugeot 308 (2016),2022-03-09 10:04:17.885444
Dacia Duster (2021),2016-08-08 10:04:17.887546
Peugeot 308 (2016),2022-11-21 10:04:17.889544
Citroen C5 Aircross (2021),2022-01-24 10:04:17.892016
Honda Civic (2015),2022-03-12 10:04:17.894032
Audi A3 (2019),2017-12-24 10:04:17.897129
Audi A4 (2016),2016-10-16 10:04:17.899146
Mercedes EQB (2023),2018-06-04 10:04:17.901131
Volvo C40 Recharge (2023),2022-01-26 10:04:17.903658
Opel Mokka (2021),2020-01-14 10:04:17.905653
Volvo XC60 (2015),2020-11-30 10:04:17.908658
Volkswagen ID.3 (2022),2017-05-10 10:04:17.910552
Renault Zoe (2022),2020-05-05 10:04:17.913613
Alfa Romeo Giulia (2022),2018-05-07 10:04:17.915555
Alfa Romeo Stelvio (2021),2022-08-19 10:04:17.918647
Honda HR-V (2022),2016-04-06 10:04:17.920555
Mercedes EQB (2023),2015-10-03 10:04:17.922554
Hyundai i30 (2016),2020-12-28 10:04:17.925549
Mercedes EQB (2023),2023-10-07 10:04:17.928934
Tesla Model Y (2023),2025-04-04 10:04:17.930954
Alfa Romeo Stelvio (2021),2020-05-16 10:04:17.934954
BMW iX1 (2023),2015-11-04 10:04:17.938039
Suzuki Swift (2021),2024-04-28 10:04:17.941083
Honda e (2021),2021-12-13 10:04:17.945709
Mercedes C-Class (2019),2018-09-08 10:04:17.949712
Opel Astra (2017),2024-12-09 10:04:17.953291
Fiat Panda (2020),2018-11-01 10:04:17.957061
Honda Civic (2015),2024-09-28 10:04:17.959063
Suzuki Swift (2021),2021-09-05 10:04:17.962040
Toyota C-HR (2022),2015-10-07 10:04:17.967064
Toyota RAV4 (2019),2025-03-14 10:04:17.974063
Mercedes GLA (2020),2017-03-02 10:04:17.977054
Smart EQ ForTwo (2022),2022-05-17 10:04:17.982059
Volkswagen Tiguan (2018),2019-05-27 10:04:17.986068
Volkswagen Golf (2019),2020-08-25 10:04:17.989072
Skoda Enyaq (2023),2023-07-04 10:04:17.992177
Fiat 500X (2019),2018-05-01 10:04:17.994175
Tesla Model 3 (2022),2023-07-09 10:04:17.996176
Seat Arona (2022),2024-12-17 10:04:17.998070
Mercedes A-Class (2021),2019-06-16 10:04:18.000173
Mazda MX-30 (2022),2020-02-15 10:04:18.001181
Mazda MX-30 (2022),2016-03-07 10:04:18.004812
Jeep Compass (2020),2023-01-16 10:04:18.006902
Nissan Leaf (2020),2017-05-04 10:04:18.010907
Mercedes EQC (2022),2019-04-05 10:04:18.014427
Audi Q3 (2022),2023-12-30 10:04:18.017533
Renault Clio (2020),2017-02-27 10:04:18.019430
BMW 5 Series (2017),2018-10-02 10:04:18.021426
Honda e (2021),2017-06-13 10:04:18.025430
Suzuki Vitara (2020),2023-05-17 10:04:18.027426
Volvo C40 Recharge (2023),2023-01-11 10:04:18.030424
Citroen C5 Aircross (2021),2022-11-16 10:04:18.032437
Opel Corsa (2020),2017-07-08 10:04:18.036555
Citroen C3 (2018),2017-01-17 10:04:18.039519
Seat Leon (2017),2024-01-28 10:04:18.042469
Honda e (2021),2019-01-24 10:04:18.045446
Ford Focus (2018),2016-12-12 10:04:18.049948
Hyundai Tucson (2020),2023-06-23 10:04:18.052942
Lexus NX (2023),2020-08-13 10:04:18.055455
Tesla Model 3 (2022),2020-12-05 10:04:18.058469
Toyota Yaris (2023),2021-05-16 10:04:18.060470
Subaru Forester (2020),2015-08-31 10:04:18.063481
Volkswagen Tiguan (2018),2016-07-02 10:04:18.066469
Toyota Yaris (2023),2023-07-07 10:04:18.070471
Volkswagen Golf (2019),2023-03-05 10:04:18.073471
Honda Civic (2015),2022-11-05 10:04:18.075481
Mercedes A-Class (2021),2016-05-10 10:04:18.078469
Toyota Yaris (2023),2020-01-31 10:04:18.081474
Jaguar F-PACE (2021),2024-08-01 10:04:18.084469
Renault Zoe (2022),2018-12-15 10:04:18.087477
MG ZS EV (2022),2020-12-06 10:04:18.090469
Honda Civic (2015),2021-05-24 10:04:18.093580
Opel Astra (2017),2024-05-24 10:04:18.096579
Kia Niro (2022),2016-02-29 10:04:18.099467
Opel Astra (2017),2023-05-23 10:04:18.102481
Jeep Compass (2020),2023-04-01 10:04:18.105468
Toyota C-HR (2022),2025-06-01 10:04:18.108470
Jeep Renegade (2021),2021-06-27 10:04:18.110588
Mercedes A-Class (2021),2024-11-12 10:04:18.113493
Cupra Formentor (2022),2023-09-11 10:04:18.115551
Volkswagen Golf (2019),2020-05-30 10:04:18.118620
Opel Mokka (2021),2016-04-30 10:04:18.121514
Audi Q5 (2014),2015-11-09 10:04:18.124476
Mercedes EQC (2022),2022-07-18 10:04:18.126574
Volvo XC40 (2022),2017-06-24 10:04:18.129570
Opel Corsa (2020),2022-02-28 10:04:18.132586
Honda Civic (2015),2016-07-27 10:04:18.134471
Lexus UX (2021),2021-07-25 10:04:18.138478
Mercedes EQB (2023),2015-07-27 10:04:18.140474
Honda Civic (2015),2020-06-23 10:04:18.143588
Jeep Renegade (2021),2023-04-10 10:04:18.147498
Nissan Ariya (2023),2024-10-03 10:04:18.150617
Volkswagen Golf (2019),2015-12-31 10:04:18.153487
Toyota C-HR (2022),2015-08-15 10:04:18.155550
Toyota Yaris (2023),2019-12-08 10:04:18.159063
MG ZS EV (2022),2019-09-21 10:04:18.162002
Mazda MX-5 (2019),2024-03-22 10:04:18.165116
Subaru Impreza (2019),2024-07-29 10:04:18.167104
Audi Q3 (2022),2019-05-01 10:04:18.169996
Citroen C5 Aircross (2021),2018-09-14 10:04:18.171997
Jeep Compass (2020),2023-11-09 10:04:18.173997
Hyundai Tucson (2020),2020-09-07 10:04:18.178002
Ford Puma (2023),2023-07-25 10:04:18.180003
Jaguar E-PACE (2022),2016-01-11 10:04:18.182003
Volkswagen ID.3 (2022),2023-03-24 10:04:18.184004
Kia EV6 (2022),2021-08-06 10:04:18.187007
Mazda MX-5 (2019),2015-09-11 10:04:18.189003
Volvo C40 Recharge (2023),2020-06-15 10:04:18.191515
Jeep Renegade (2021),2016-11-12 10:04:18.193514
Volkswagen Golf (2019),2018-10-27 10:04:18.195514
Cupra Born (2023),2017-02-01 10:04:18.197515
Toyota RAV4 (2019),2025-03-28 10:04:18.199514
Volvo C40 Recharge (2023),2021-10-17 10:04:18.201514
Lexus UX (2021),2021-08-31 10:04:18.203514
Mercedes EQB (2023),2015-07-17 10:04:18.205514
BMW iX1 (2023),2021-02-12 10:04:18.207514
Honda e (2021),2017-02-22 10:04:18.209514
Honda Civic (2015),2023-10-21 10:04:18.212514
Suzuki Swift (2021),2016-05-18 10:04:18.214514
Skoda Scala (2020),2025-05-12 10:04:18.216514
Smart EQ ForTwo (2022),2017-06-19 10:04:18.218514
Ford Puma (2023),2022-01-15 10:04:18.221514
Dacia Sandero (2022),2022-04-24 10:04:18.223534
Audi A4 (2016),2018-05-23 10:04:18.225528
Subaru Forester (2020),2019-04-12 10:04:18.227530
Peugeot 308 (2016),2019-08-10 10:04:18.230530
Dacia Duster (2021),2021-01-19 10:04:18.232528
Seat Arona (2022),2016-10-16 10:04:18.234515
Lexus NX (2023),2021-01-13 10:04:18.236514
Renault Zoe (2022),2017-03-25 10:04:18.239514
Renault Zoe (2022),2015-07-30 10:04:18.241518
Subaru Forester (2020),2019-01-29 10:04:18.243518
Skoda Scala (2020),2015-12-12 10:04:18.245518
Nissan Qashqai (2017),2021-06-05 10:04:18.247518
Fiat 500X (2019),2019-06-29 10:04:18.249518
Opel Astra (2017),2017-11-22 10:04:18.252518
Renault Clio (2020),2018-12-25 10:04:18.254518
Tesla Model 3 (2022),2023-09-13 10:04:18.256022
Audi Q5 (2014),2017-12-16 10:04:18.259027
Tesla Model 3 (2022),2020-09-23 10:04:18.261028
Volvo XC40 (2022),2019-05-05 10:04:18.263027
BMW iX1 (2023),2020-04-05 10:04:18.265027
Mercedes GLA (2020),2015-10-21 10:04:18.267027
Tesla Model 3 (2022),2024-08-21 10:04:18.270027
Smart EQ ForTwo (2022),2023-09-29 10:04:18.272027
Smart EQ ForTwo (2022),2020-11-11 10:04:18.274027
Fiat 500e (2021),2024-08-04 10:04:18.276027
Tesla Model 3 (2022),2022-02-18 10:04:18.278027
Hyundai Kona (2021),2015-08-09 10:04:18.280037
Toyota Yaris (2023),2016-06-16 10:04:18.282035
Citroen C3 (2018),2018-10-28 10:04:18.284027
Renault Megane (2021),2017-10-24 10:04:18.287027
Honda Civic (2015),2022-06-16 10:04:18.289027
Jeep Compass (2020),2021-08-17 10:04:18.293027
Mazda Mazda3 (2020),2024-06-29 10:04:18.295027
Hyundai Kona (2021),2018-04-03 10:04:18.298028
Cupra Born (2023),2025-05-12 10:04:18.300027
Lexus NX (2023),2023-08-05 10:04:18.302027
Jaguar F-PACE (2021),2020-03-19 10:04:18.304028
Suzuki Vitara (2020),2023-11-05 10:04:18.306027
Toyota C-HR (2022),2016-03-23 10:04:18.308027
Citroen C5 Aircross (2021),2024-11-23 10:04:18.310027
Alfa Romeo Stelvio (2021),2018-08-07 10:04:18.312027
Ford Kuga (2020),2019-10-21 10:04:18.314027
Peugeot e-208 (2023),2016-11-15 10:04:18.316027
Alfa Romeo Giulia (2022),2019-07-14 10:04:18.318028
Opel Mokka (2021),2021-11-14 10:04:18.320029
Suzuki Swift (2021),2020-09-27 10:04:18.323027
BMW X1 (2021),2017-11-17 10:04:18.325027
Fiat 500e (2021),2021-06-29 10:04:18.327027
Cupra Born (2023),2016-05-24 10:04:18.329027
Jeep Renegade (2021),2022-03-23 10:04:18.331027
Peugeot e-208 (2023),2015-10-09 10:04:18.333027
Skoda Enyaq (2023),2020-10-24 10:04:18.336027
MG ZS EV (2022),2025-07-03 10:04:18.338027
Suzuki Swift (2021),2019-07-29 10:04:18.341032
Jaguar E-PACE (2022),2016-11-30 10:04:18.342032
Jaguar F-PACE (2021),2022-07-28 10:04:18.344032
Hyundai Tucson (2020),2018-06-15 10:04:18.347032
Lexus NX (2023),2015-10-30 10:04:18.350032
Skoda Kodiaq (2019),2018-01-25 10:04:18.352033
Opel Mokka (2021),2019-10-01 10:04:18.354031
Honda e (2021),2025-01-10 10:04:18.356541
Audi Q3 (2022),2016-01-06 10:04:18.358540
Kia EV6 (2022),2018-12-20 10:04:18.361540
Skoda Scala (2020),2018-03-20 10:04:18.363540
Volvo XC40 (2022),2020-10-17 10:04:18.366540
Cupra Born (2023),2022-08-17 10:04:18.368541
BMW 3 Series (2018),2016-06-03 10:04:18.370541
Opel Corsa (2020),2021-02-05 10:04:18.373541
Dacia Duster (2021),2017-04-01 10:04:18.375548
Nissan Leaf (2020),2020-02-18 10:04:18.377541
Hyundai IONIQ 5 (2023),2021-02-06 10:04:18.379541
Kia EV6 (2022),2019-04-08 10:04:18.382542
Seat Leon (2017),2018-06-13 10:04:18.384541
Honda e (2021),2017-08-09 10:04:18.386540
Jaguar F-PACE (2021),2016-12-14 10:04:18.389540
Honda HR-V (2022),2022-10-11 10:04:18.391542
Toyota RAV4 (2019),2023-05-03 10:04:18.394541
Hyundai IONIQ 5 (2023),2022-10-24 10:04:18.396541
Renault Megane (2021),2024-10-01 10:04:18.399540
Audi Q3 (2022),2022-02-06 10:04:18.401541
BMW iX1 (2023),2024-04-17 10:04:18.403540
Ford Focus (2018),2020-01-17 10:04:18.405543
Hyundai Kona (2021),2022-07-17 10:04:18.408542
Skoda Scala (2020),2021-12-13 10:04:18.410541
Audi e-tron (2021),2015-09-12 10:04:18.412543
Volkswagen Golf (2019),2018-01-11 10:04:18.415541
Hyundai i30 (2016),2017-01-03 10:04:18.417542
Audi Q5 (2014),2018-06-29 10:04:18.419541
Toyota C-HR (2022),2024-06-04 10:04:18.421541
Toyota Yaris (2023),2017-03-28 10:04:18.423542
Citroen C3 (2018),2021-06-18 10:04:18.425541
Nissan Leaf (2020),2019-01-24 10:04:18.427541
Peugeot 308 (2016),2021-06-10 10:04:18.429541
Mini Cooper (2020),2023-02-28 10:04:18.431540
MG ZS EV (2022),2024-04-23 10:04:18.433541
Nissan Leaf (2020),2016-02-12 10:04:18.436540
Nissan Leaf (2020),2023-05-14 10:04:18.439540
Mazda CX-5 (2019),2022-03-21 10:04:18.441545
Nissan Ariya (2023),2021-12-14 10:04:18.443544
Kia EV6 (2022),2020-09-11 10:04:18.446544
Hyundai Kona (2021),2022-04-24 10:04:18.448545
Peugeot e-208 (2023),2019-01-15 10:04:18.451544
BMW X1 (2021),2023-12-24 10:04:18.453544
Nissan Leaf (2020),2022-07-11 10:04:18.456051
Skoda Scala (2020),2020-01-14 10:04:18.458056
Mazda MX-30 (2022),2020-02-11 10:04:18.461056
Mini Countryman (2022),2025-05-04 10:04:18.463056
BMW iX1 (2023),2019-03-25 10:04:18.466056
Jeep Renegade (2021),2018-11-09 10:04:18.468057
Audi A4 (2016),2018-09-29 10:04:18.470056
Volvo C40 Recharge (2023),2015-10-17 10:04:18.472057
Peugeot 2008 (2023),2020-02-11 10:04:18.474056
Peugeot 308 (2016),2016-02-25 10:04:18.476062
Honda HR-V (2022),2021-01-23 10:04:18.478056
BMW i4 (2022),2020-12-06 10:04:18.481057
Cupra Born (2023),2019-09-12 10:04:18.483057
Cupra Born (2023),2017-10-24 10:04:18.486056
Hyundai Tucson (2020),2017-10-08 10:04:18.489057
Kia EV6 (2022),2021-07-21 10:04:18.491062
Volvo XC60 (2015),2016-03-26 10:04:18.494056
Honda Civic (2015),2019-08-22 10:04:18.497057
Mercedes EQB (2023),2022-02-07 10:04:18.500059
Volkswagen ID.4 (2023),2018-10-01 10:04:18.502062
Hyundai IONIQ 5 (2023),2017-03-05 10:04:18.505055
Tesla Model Y (2023),2025-04-28 10:04:18.508057
Hyundai Tucson (2020),2019-09-18 10:04:18.510056
Dacia Duster (2021),2017-05-29 10:04:18.513056
Skoda Kodiaq (2019),2021-01-19 10:04:18.515057
Seat Leon (2017),2021-08-29 10:04:18.518056
MG ZS EV (2022),2024-05-19 10:04:18.520056
Cupra Born (2023),2022-03-07 10:04:18.522057
Nissan Leaf (2020),2019-02-22 10:04:18.524056
Fiat Panda (2020),2016-01-25 10:04:18.526056
Jaguar E-PACE (2022),2018-06-20 10:04:18.528057
Volkswagen Tiguan (2018),2021-03-08 10:04:18.530056
Dacia Duster (2021),2018-01-05 10:04:18.532056
Ford Focus (2018),2023-07-11 10:04:18.534056
Subaru Forester (2020),2018-01-12 10:04:18.536056
Hyundai i30 (2016),2018-06-09 10:04:18.539056
Ford Focus (2018),2022-06-17 10:04:18.541060
Mercedes EQC (2022),2017-06-14 10:04:18.544060
BMW X1 (2021),2017-10-18 10:04:18.546060
Volkswagen ID.4 (2023),2018-01-22 10:04:18.548065
Renault Zoe (2022),2017-09-24 10:04:18.550060
Toyota RAV4 (2019),2019-09-26 10:04:18.552060
Hyundai Tucson (2020),2018-10-10 10:04:18.554061
Opel Corsa (2020),2021-09-19 10:04:18.557569
Honda Civic (2015),2022-12-09 10:04:18.559570
Ford Puma (2023),2025-07-04 10:04:18.562569
Volvo XC40 (2022),2024-03-13 10:04:18.564569
Dacia Sandero (2022),2021-12-03 10:04:18.567569
Hyundai IONIQ 5 (2023),2017-04-07 10:04:18.570078
Cupra Born (2023),2025-04-15 10:04:18.572079
Toyota C-HR (2022),2021-09-22 10:04:18.574078
Skoda Scala (2020),2019-03-31 10:04:18.576078
Hyundai Tucson (2020),2018-02-07 10:04:18.579078
Ford Focus (2018),2024-03-24 10:04:18.581078
Mini Countryman (2022),2016-03-16 10:04:18.583078
Ford Puma (2023),2019-01-17 10:04:18.586078
Volvo XC60 (2015),2024-06-23 10:04:18.589078
Mercedes EQC (2022),2015-12-08 10:04:18.592078
Ford Puma (2023),2022-08-06 10:04:18.594078
Jaguar E-PACE (2022),2023-02-18 10:04:18.597078
Volvo C40 Recharge (2023),2018-02-03 10:04:18.599078
Seat Leon (2017),2023-03-05 10:04:18.602078
Nissan Qashqai (2017),2021-01-29 10:04:18.604078
Opel Corsa (2020),2021-09-28 10:04:18.607078
Kia Sportage (2018),2022-05-21 10:04:18.610080
Nissan Qashqai (2017),2016-11-12 10:04:18.612079
Seat Arona (2022),2016-09-24 10:04:18.614080
Audi A3 (2019),2024-10-02 10:04:18.616078
Nissan Qashqai (2017),2016-10-16 10:04:18.619078
Mercedes EQB (2023),2019-10-04 10:04:18.621078
Mazda Mazda3 (2020),2024-12-21 10:04:18.623079
Fiat 500e (2021),2017-10-17 10:04:18.625078
Nissan Juke (2021),2023-12-13 10:04:18.628078
Ford Focus (2018),2018-08-29 10:04:18.630078
Hyundai i30 (2016),2018-08-17 10:04:18.632078
Fiat Panda (2020),2023-09-25 10:04:18.634078
Nissan Qashqai (2017),2017-10-31 10:04:18.636078
BMW iX1 (2023),2023-11-08 10:04:18.638078
Smart EQ ForTwo (2022),2021-08-31 10:04:18.640078
Toyota RAV4 (2019),2018-04-17 10:04:18.642082
Mercedes GLA (2020),2024-10-02 10:04:18.644083
Jeep Renegade (2021),2018-12-04 10:04:18.647083
Alfa Romeo Stelvio (2021),2024-11-04 10:04:18.649083
Toyota Yaris (2023),2019-02-05 10:04:18.651092
Ford Puma (2023),2021-03-20 10:04:18.653083
Nissan Leaf (2020),2020-10-01 10:04:18.655586
Honda HR-V (2022),2023-12-23 10:04:18.657591
Lexus NX (2023),2016-07-10 10:04:18.659591
Honda HR-V (2022),2023-12-25 10:04:18.661591
Lexus UX (2021),2021-08-10 10:04:18.664591
Mazda MX-5 (2019),2023-12-14 10:04:18.666591
Mercedes C-Class (2019),2024-11-23 10:04:18.668591
Nissan Leaf (2020),2023-04-30 10:04:18.670591
Toyota Corolla (2021),2017-08-14 10:04:18.673591
Jaguar E-PACE (2022),2021-05-10 10:04:18.675591
Mercedes EQB (2023),2022-08-26 10:04:18.678591
Peugeot e-208 (2023),2024-05-20 10:04:18.680591
Opel Astra (2017),2019-06-23 10:04:18.682591
Honda HR-V (2022),2017-08-15 10:04:18.685594
Mercedes EQB (2023),2019-08-22 10:04:18.687591
Ford Focus (2018),2024-01-25 10:04:18.689592
